City	Address	Floor Area	Lot Area	IMG	Price
Laguna	"Lot 39 Block 39, Caliraya Springs Mountain Subdivision, Cavinti, Laguna (Non-Fairway Undeveloped)"	555		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"444,000"
Laguna	"Lot 40 Block 22, Caliraya Springs Mountain Subdivision, Cavinti, Laguna (Fairway Developed)"	620		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,860,000"
Laguna	"Lot 42-A-2, Along SW side of Provincial Road, Brgy. Sto. Tomas, Calauan, Laguna"	20000	99	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"12,129,600"
Laguna	"Lot 43 Block 19, Caliraya Springs Mountain Subdivision, Cavinti, Laguna (Fairway Developed)"	600		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,800,000"
Laguna	"Lot 44 Block 4, Dasmarií±as St., St. Francis Homes VII, Brgy. San Antonio, Bií±an City, Laguna"	150		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"525,000"
Laguna	"Lot 46 Block 4, Dasmarií±as St., St. Francis Homes VII, Brgy. San Antonio, Bií±an City, Laguna"	150		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"525,000"
Laguna	"Lot 5 Block 44, Caliraya Springs Mountain Subdivision, Cavinti, Laguna (Fairway Developed)"	612		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,836,000"
Laguna	"Lot 58 Block 1, Caliraya Springs Mountain Subdivision, Cavinti, Laguna (Fairway Undeveloped)"	1294		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,294,000"
Laguna	"Lot 7, Integrity Ave., cor. Unity Drive, Carmelray Industrial Park I, Calamba City, Laguna"	39584		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"105,689,280"
Laguna	"Lot 8 Block 11, Caliraya Springs Mountain Subdivision, Cavinti, Laguna (Non-Fairway Developed)"	618		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,668,600"
Laguna	"Lot 8 Block 9, Asiaville Subdivision, Brgy. Masaya, Bay, Laguna"	210		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"525,000"
Laguna	"Lot 9 Block 14, Promenade Subdivision, Sta. Rosa City, Laguna"	835		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"6,242,460"
Laguna	"Lot 9, Blk. 1, Fontamara Subd., Brgy. Don Jose, Sta. Rosa City, Laguna"	374		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,992,000"
Laguna	"Lot 940-B-4-A, E. Taleon St., Sta. Cruz, Laguna"	500	612	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"4,921,000"
Laguna	"Lot No. 3, Unnamed Brgy. Road, Brgy. San Marcos (Tikiw), San Pablo City, Laguna (Residential / Agricultural)"	19820		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"7,928,000"
Laguna	"Lot Nos 77-D-1,77-D-2 and 77-E, Brgy. Tamblong & Del Carmen, Calauan, Laguna (3 lots)"	56590		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"14,147,500"
Laguna	"Lot Nos. T-X. Lots 69-A, 69-B, 69-C-1 and 69-C-2, Puypuy-Bitin Road, Brgy. Sta. Cruz, Bay Laguna; and Brgy. Tamblong & Del Carmen, Calamba, Laguna"			"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"86,975,750"
Laguna	"Lots 1588-A & 1681-A, J.P Rizal St., Brgy. Dita, Sta. Rosa City, Laguna"	15286	2034	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"82,124,400"
Laguna	"Lots 2 & 4 Block 3, cor. of Main & 2nd Sts., Sibulo Subdivision 1, San Pedro, Laguna"	537	422	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"5,929,810"
Laguna	"Lots 33 & 35 Block 6, Road Lot 1 cor. Road lot 7, St. Rose Village III, Bií±an City, Laguna"	258	120	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,624,800"
Laguna	"Lots 40-B-2 & 41-A, Along Magsaysay Road, Brgy. San Antonio, San Pedro, Laguna"	14518	1126	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"32,514,620"
Laguna	"Lots 4043, 1906 & 1907, Franco St., Brgy. Poblacion, Victoria, Laguna"	4126	680	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"7,638,710"
Laguna	"Lots 6 & 7 Block 7, Road Lot 8, Springdale Garden Subd., Brgy. Lalakay, Los Baí±os, Laguna (Title annotated with Notice of Lis Pendens)"	624	600	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"5,313,600"
Laguna	"Lots 7, 8, 9, 10 Block 2, Acacia and Narra Sts., Villa Cecilia Subd., Calamba City, Laguna"	530	315	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"4,073,000"
Laguna	"Madison South - Batino, Calamba City ofŒæ Laguna (under Joint Venture)"	310 to 361			"2,480,000 to"
Laguna	"Madison South - Batino, Calamba City ofŒæ Laguna (under Joint Venture)"	80 to 184			"448,000 to"
Laguna	"Makiling Heights Resort Subdivision, Bgy. Dampalit, Los Baí±os, Laguna"	"134 - 5,674"			"361,800 to"
Laguna	"No. 15-E, Aguinaldo & A. Bonifacio Streets, Brgy. Magsaysay, San Pedro, Laguna"	120	180	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,172,000"
Laguna	"No. 154, Country Club Drive, Country Homes Subdivision, Brgy. Soro-soro, Bií±an, Laguna"	180	218	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,262,720"
Laguna	"No. 3339 Sto. Angel Road, Brgy. Sto. Angel Norte, Sta. Cruz, Laguna"	217	148	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,456,300"
Laguna	"No. 9 Inglewood St., Laguna Bel-Air-1, Brgy. Don Jose, Sta. Rosa City, Laguna"	146	228	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,093,667"
Laguna	"Lot 1 Block 8, Madrid Ave. corner of Cuenca St., Gran Seville Subdivision, Cabuyao, Laguna"	131	230	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,496,500"
Laguna	"Lot 1-B, San Jose St., Brgy. Poblacion, Bií±an City, Laguna"	585	378	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"9,828,270"
Laguna	"Lot 11, Blk. 2 Milflores Street, Ceris II Subdivision, Barangay Canlubang, Calamba City, Laguna"	280	363		"3,691,100"
Laguna	"Lot 16 Block 30, Jade St., Villa Esmeralda, Sta. Rosa City, Laguna (Title annotated with RA no. 1273)"	200	312	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"6,021,200"
Laguna	"Lot 18 Block 17, Road Lot 16, Bay Garden Homes Subdivision, Bay, Laguna"	72	42	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"840,000"
Laguna	"Lot 2 Block 1, Ayala Greenfield Subdivision - Ph. 4, Calamba City, Laguna"	667		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"9,338,000"
Laguna	"Lot 2, Brgy. Road, Silvino Guico Compound, Brgy. San Jose, Bií±an City, Laguna (Title annotated w/ Sec 7 R.A 26)"	400	279	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,996,880"
Laguna	"Lot 2-H-5-D-3, Balagtas St., Brgy. Poblacion, Pila, Laguna (Pending possession)"	1117	151	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"4,227,000"
Laguna	"Lot 25 Block 3, Road Lot 4, Punta Altezza Subdivision, Calamba City, Laguna"	120	149	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,164,500"
Laguna	"Lot 2500-H, No. 457 Albayda Compound, Brgy. Pinagbayanan, Pila, Laguna"	339	267	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"4,319,000"
Laguna	"Lot 3 Block 4, Torreys Peak St., The Manors at South Peak Subdivision, San Pedro, Laguna"	198		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,306,800"
Laguna	"Lot 3, Provincial Road, Brgys. Burlongan & Baanan, Magdalena, Laguna (Pending possession)"	7449		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,234,700"
Laguna	"Lot 3806-A, Provincial Road, Brgy. Randay, Calamba City, Laguna"	10000		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"12,000,000"
Laguna	"Lot 5 Block 2,  SE side of Topaz St.,  St. Francis 3 Subdivision, San Pedro, Laguna (w/ Authority to Sell)"	237	407	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"6,500,000"
Laguna	"Lots 1 & 2 Block 13, Sampaguita cor. Ilang-Ilang Sts., Lakeshore Subdivision, Bay, Laguna"	251	229	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,784,000"
Laguna	"Lots 1293-H-1 & 1293-H-2, Lagumbay Road, Brgy. Halang, Lumban, Laguna"	377	401	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"6,031,100"
Laguna	"Lots 7, 8 & 9 Canton Road, Hongkong Village Phase 3, Cabuyao, Laguna"	240	229	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,720,000"
Laguna	"No. 1161 Brgy. Road, Brgy. Caingin, Sta. Rosa City, Laguna"	1052	244	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"4,808,700"
Laguna	"No. 82 (Lot Block 32), Palanan St., Ayala Greenfield Estates - Ph. 1, Calamba City, Laguna"	580	395	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"14,637,500"
Laguna	"Town & Country Southville, Bií±an, Laguna"	96 to 209			"1,135,600 to"
Lanao Del Norte	"Lot 9, Bong Lluch St., Brgy. Pala-o, Iligan City, Lanao del Norte"	468		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,029,600"
Lanao Del Norte	"Section 8-A, Maria Cristina Gardens, Bgy. Sta. Filomena, Iligan CityŒæ(1,702 lots)*18,000/lot"			"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"18,000"
Las Pií±as	"Lot 18-D Block 3, St. Joseph St., St. Joseph Subdivision, Las Pií±as City"	60	108	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,160,000"
Las Pií±as	"Lot 2-D Orchard Homes, Brgy. Pulang Lupa 1, Las Pií±as City"	2492		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"7,476,000"
Las Pií±as	"No. 7(Lot 13-A), Melanie Marquez St., BF Resort Village, Las Pií±as City"	90	246	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,303,000"
Las Pií±as	"Per title: Lot 7 Block 1, Road Lot 2,Œæ Casimiro Townhomes, Admiral Park Subdivision, Las Pií±as City"	33	58.75	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,000,000"
Las Pií±as	"Lot 13-A Block 3, Gabrielle St., Vista Grande, BF Resort Village, Brgy. Talon Dos, Las Pií±as City"	210	245	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"5,505,500"
Las Pií±as	"Lot 17 Block 5, Interior George Dee Sekiat St., Imperial Homes, BF Resort Village, Las Pií±as City"	73	150	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,000,000"
Las Pií±as	"Lot 36 Block 8, Green St., Veraville Homes, Villa Grande Classic, Las Pií±as City"	43.75	53	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,219,000"
Las Pií±as	"Lot 8 Block 8, Jasmin St., Doí±a Leoncia Subd., Las Pií±as City"	170	113	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,300,000"
Las Pií±as	"No. 3 (Lots 3 & 4), Sterling Ave.,  cor. J. Perez St. & Alley, Sterling Life Homes, Las Pií±as City (Pending possession)"	716	342	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"7,192,000"
Las Pií±as	"No. 36 (Lot 38 Block 6), Tindalo St., Pilar Village, Las Pií±as City"	251	104	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,800,000"
Las Pií±as	"Royal South Townhomes, Brgy. Talon V, Las Pií±as City"	52 to 78	64 to 92	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"928,000 to"
Las Pií±as	"Royal South Townhomes, Brgy. Talon V, Las Pií±as City"	48 to 103		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"288,000 to"
Las Pií±as City	"LOt 12-A Block 3, North Lane, Greymarville Subdivision, Las Pií±as City"	60	69	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,835,400"
Las Pií±as City	"Lot 15 Block 15, Alley Road, Casimiro Pulang-Lupa Townhomes III, Las Pií±as City"	60	68	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,200,000"
Las Pií±as City	"Lot 29 Block 21, Antonio Gatmaitan St. BF Resort Village, Pamplona (Talon Dos Las Pií±as) (commercial / residential)"	537	868	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"12,140,400"
Las Pií±as City	"Lot 8-B Block 13, Hermillo Rodis St., BF Resort Village, Laspií±as City"	188	238	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"5,859,400"
Las Pií±as City	"Lot 9-B, Ozaeta St., BF Resort Village, Las Pií±as City"	121	175	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,768,000"
Leyte	"Lot 10610, Unnamed brgy. Road, Monte-Alegre, Kananga, Leyte ( Pending possession )"	190103		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,759,866"
Leyte	"Lot 33 Unnamed roads, Brgy. San Jose Tacloban City, Leyte ( Pending possesion )"	502		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"251,000"
Leyte	"Lot 31, Unnamed Roads, Brgy. San Jose, Tacloban City, Leyte (Pending possession)"	438		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"219,000"
Leyte	"Lot 32, Unnamed Roads, Brgy. San Jose, Tacloban City, Leyte (Pending possession)"	533		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"266,500"
Leyte	"Lot 33, Unnamed Roads, Brgy. San Jose, Tacloban City, Leyte (Pending possession)"	502	251000	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"251,000"
Leyte	"Lot 34, Unnamed Roads, Brgy. San Jose, Tacloban City, Leyte (Pending possession)"	469		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"234,500"
Maguindanao	"Lot 6-D-8-S Juliano Ave. cor Purok Baí±as St., Rosary Heights Mother Brgy., Cotabato City"	524	253	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,870,250"
