City	Address	Floor Area	Lot Area	IMG	Price
Cavite	"Lot 4 Block 17, Mango Orchard Residential and Farm Estates, Naic, Cavite"	1404		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,404,000"
Cavite	"Lot 4 Block 2, Gateway Business Park, Brgy. Javalera, Gen. Trias, Cavite"	13259		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"42,481,840"
Cavite	"Lot 4 Block 3, Castanias & Durian St., Greenfield Heights Subdivision, Dasmarií±as, Cavite"	940		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,003,920"
Cavite	"Lot 4 Block 41,Tierra El Pueblo, Tierra Nevada Subd. - Ph. 2, General Trias, Cavite"	102		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"357,000"
Cavite	"Lot 4 Block 6, Sunar St., Nusa Dua Farm Estate, Tanza, Cavite"	764		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,910,000"
Cavite	"Lot 4, Gateway Business Park, Brgy. Javalera, Gen. Trias, Cavite"	12974		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"41,568,700"
Cavite	"Lot 5 Block 17, Mango Orchard Residential and Farm Estates, Naic, Cavite"	1121		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,121,000"
Cavite	"Lot 5 Block 6, Road Lot 4, St. Jude Village - Ph1, Brgy. Molino, Bacoor, Cavite"	60	85	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,700,000"
Cavite	"Lot 51, Blk. 1, Dandolo St.,Œæ Citta Italia Phase 2 (Venezia), Brgy. Molino, Bacoor, Cavite"	148		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,076,149"
Cavite	"Lot 6 Blk 3, Greenmeadows at the Orchard Subdivision - Ph 1,Œæ Dasmarií±as City, Cavite"	150		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"645,000"
Cavite	"Lot 6 Block 11, St. Jude Homes, Molino, Bacoor, Cavite"	59	73.5	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,543,500"
Cavite	"Lot 6 Block 13, Royale Tagaytay Estates, Alfonso, Cavite"	354		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,770,000"
Cavite	"Lot 6 Block 41,Tierra El Pueblo, Tierra Nevada Subd. - Ph. 2, General Trias, Cavite"	138		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"483,000"
Cavite	"Lot 6, Blk. 7, Morosoni St,. Citta Italia Phase 2 (Venezia), Brgy. Molino, Bacoor, Cavite"	269		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,883,000"
Cavite	"Lot 6, Blk.Œæ 7 Royale Tagaytay Estates Brgys. Matabac, Sinaliw and Kaytitinga, Alfonso, Cavite"	297		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,485,000"
Cavite	"Lot 67, Block 2, Road Lot 2, Rodeo Countryside Estate Subdivision, Brgy. Esperanza andŒæŒæŒæ Ilaya, Alfonso, Cavite"	1000		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"800,000"
Cavite	"Lot 7 Block 11-A, Road Lot 4, Palm Grove Village, Imus, Cavite"	142	275	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,941,000"
Cavite	"Lot 7 Block 29, Mango Orchard Residential and Farm Estates, Naic, Cavite"	1099		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,099,000"
Cavite	"Lot 7, Blk. 19 Mango Orchard Residential and Farm Estates, ŒæBrgy. Palangue, Naic, Cavite"	1486		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,486,000"
Cavite	"Lot 7,Œæ Block 8, Rodeo Countryside Estate Subdivision, Brgy. Esperanza andŒæŒæŒæ Ilaya, Alfonso, Cavite"	1114		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"891,200"
Cavite	"Lot 8 Blk 2, Greenmeadows at the Orchard Subdivision - Ph 1,Œæ Dasmarií±as City, Cavite (Fairway Lot)"	318		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,526,400"
Cavite	"Lot 9 Block 20, Mango Orchard Residential and Farm Estates, Naic, Cavite"	1447		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,447,000"
Cavite	"Lot 9 Block 3, Pennyworth St., Greenwoods Heights - Ph.3A, Dasmarií±as, Cavite"	92	56	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,400,000"
Cavite	"Lots 1,2,3 & 4, Governor's Drive, Brgy. Paliparan, Dasmarií±as, Cavite (Under Lease)"	78855	14293	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"450,000,000"
Cavite	"Lots 16 & 17 Block 12, Guijo cor. Rimas Street, Meadowood Executive Village, Bacoor, Cavite"	421	307	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"4,229,100"
Cavite	"Lots 1644-A & 1644-B, Justo St., Brgy. Halayhay, Tanza, Cavite"		103808	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"55,433,480"
Cavite	"Lots 2 & 3 Block 11-D, Tulip St., Greenwoods Subdivision -Ph 5, Dasmarií±as City, Cavite"	240	110	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,691,350"
Cavite	"Lots 2-B- 3,5,6,7,8 Quezon Avenue Extension, Brgy. Cotta, Lucena City, Quezon"	88	152	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"16,095,940"
Cavite	"Lots 2954-B-1, 2954-B-2 & 2, Gateway Business Park,Œæ Brgy. Javalera, Gen. Trias, Cavite"	67649		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"216,747,400"
Cavite	"Lots F & G, Amadeo-Tagaytay Road, Royal Pines West Subdivision, Tagaytay City (VATŒæ Inclusive)"	7000		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"37,728,000"
Cavite	"Orchard Residential Estates -Œæ Salitran Road Dasmarií±as, Cavite"	296 to 934			"917,600 to 3269000"
Cavite	"Rio de Oro - General Trias, Cavite CityFor as low as Php 3,000/sq.m.; 2 years 0%interest through easy financing scheme."	95 to 329			"304,000 to987000"
Cavite	"Riviera Golf & Country Club, Brgy. Luksuhin & Biluso, Silang, CaviteŒæ (Bundled with Clubshares)"	300 to 685			"1,410,000 to 3307500"
Cavite	"The Islands (previously Island Park Subdivision), Brgy. Pala-pala, Dasmarinas, Cavite"	301 to 889			"2,257,500 to 6223000"
Cavite	"Tierra Solana - General Trias, Cavite City"	36 to 119	42 to 92		"648,000 to 1682000"
Cavite	"Unit 44-C, Calachiang Cluster, Vista de Loro Heights Condominium, Puerto Azul Complex, Ternate, Cavite"		81.86		"1,637,200"
Cavite	"Unit 45A, Manila Southwoods Golf Villas, Southwoods Ave., Carmona, Cavite"		218.16		"6,544,800"
Cavite	"Unit 4B, Manila Southwoods Golf Villas, Southwoods Ave., Carmona, Cavite"		190.49		"5,714,700"
Cavite	"Unit E4, Lot 4 Blk 5, Swiss Quadrille 2, Crosswinds Subdivision, Brgy. Iruhin, Tagaytay City, Cavite"	200	166	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"7,470,000"
Cavite	"Unit-III, Waterfront Condominium Caylabne Bay Resort, Brgy. Sapang,Œæ Ternate, Cavite"		130.8	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"5,886,000"
Cavite	"Lot 1-A-1, Road Lot 7, Virra Homes Subdivision, Bayan Luma V, Imus, Cavite (Title annotated w/ Article 567)"	152	423	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,986,700"
Cavite	"Lot 12 Block 6, Meridian Ave., South Meridien Homes - Ph.1, Dasmarií±as City, Cavite"	150	226	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"4,502,400"
Cavite	"Lot 12 Block 7, Almasiga St., St. Joseph Homes, Trece Martires City, Cavite"	75	48	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"777,600"
Cavite	"Lot 12 Block 8, Crown  Land St., Greenmeadows at the Orchard, Dasmarií±as City, Cavite"	150		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"645,000"
Cavite	"Lot 13 Block 18, Road Lot 13, Mary Cris Executive Homes, Phase V, Imus, Cavite"	80	52.5	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"885,000"
Cavite	"Lot 1700-C, Brgy. Ramon Cruz, General Mariano Alvarez, Cavite (Pending Possession /Title  with Notice of Lis Pendens)"	6685		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"4,011,000"
Cavite	"Lot 18 Block 8, Bella Vista Subdivision, Gen. Trias, Cavite (Regular Lot / VAT Inclusive)"	120		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"408,000"
Cavite	"Lot 19 Block 2,  Road Lot 2 cor. Road Lot 5, Terrassa Subd. - Ph.1, Imus, Cavite"	133	107	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,210,000"
Cavite	"Lot 2 Block 11, Royale Tagaytay Estates, Alfonso, Cavite"	300		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,500,000"
Cavite	"Lot 2 Block 22 , Bella Vista Subdivision, Gen. Trias, Cavite(Regular Lot / VAT Inclusive)"	178		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"605,200"
Cavite	"Lot 2-I, Gen. Alejo Santos Highway, Brgy. Talampas, Bustos, Bulacan"	2391		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,108,300"
Cavite	"Lot 29 Block 2, Corner of Abella & Bagur Sts., Avida Residences, Sta. Catalina Subd.,   Dasmarií±as City, Cavite"	162	95	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,130,000"
Cavite	"Lot 3 Block 108, Metro South Subdivision, Gen. Trias, Cavite (w/ Authority to Sell)"	230			"700,000"
Cavite	"Lot 3 Block 2, Bella Vista Subdivision, Gen. Trias, Cavite (Regular Lot / VAT Inclusive)"	120		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"408,000"
Cavite	"Lot 3 Block 41,Tierra El Pueblo, Tierra Nevada Subd. - Ph. 2, General Trias, Cavite"	92		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"322,000"
Cavite	"Lot 30 Block 1, W. Mira Hills Drive, Mira Hills Subdivision,  Puerto Azul, Ternate, Cavite (Title annotated with Sec. 7 Act. 26. / Pending possession)"	1475		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,507,500"
Cavite	"Lot 37 Block 5, Bella Vista Subdivision, Gen. Trias, Cavite (Regular Lot / VAT Inclusive)"	160		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"544,000"
Cavite	"Lot 39 Block 16, Pennsylvania St., Metro South Subdivision, Gen. Trias, Cavite (Pending possession)"	155		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"542,500"
Cavite	"Lot 41 Block 16, Pennsylvania St., Metro South Subdivision, Gen. Trias, Cavite (Pending possession)"	155		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"542,500"
Cavite	"Lot 43 Block 16, Pennsylvania St., Metro South Subdivision, Gen. Trias, Cavite (Pending possession)"	155		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"542,500"
Cavite	"Lot 45 Block 16, Pennsylvania St., Metro South Subdivision, Gen. Trias, Cavite (Pending possession)"	155		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"542,500"
Cavite	"Lot 46 Block 2, Clement St., Avignon Place Subdivision, Imus City, Cavite (Pending possession)"	140	120	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,360,000"
Cavite	"Lot 48 Block 6, Bella Vista Subdivision, Gen. Trias, Cavite (Perimeter Lot / VAT Inclusive)"	160		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"512,000"
Cavite	"Lot 5 Block 37, Bella Vista Subdivision, Gen. Trias, Cavite (Regular Lot / VAT Inclusive)"	156		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"530,400"
Cavite	"Lot 51 Block 8, Lily St., Cherry Homes Subdivision-Ph. 2, Bacoor, Cavite (Title is annotated with Art. 567.)"	38	76	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"745,120"
Cavite	"Lot 5426-B-9-C, Love-1st St., Castaí±eda Subdivision, Bacoor, Cavite"	210	276	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,984,800"
Cavite	"Lot 6 Block 37, Bella Vista Subdivision, Gen. Trias, Cavite (Corner Lot / VAT Inclusive)"	162		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"583,200"
Cavite	"Lot 6 Block 5, Artesia St., Canyon Ranch Subdivision, Ph.1, Carmona, Cavite"	145	117.7	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,745,150"
Cavite	"Lot 625-H, Anahao Road, Brgy. Reformista, Limay, Bataan"	5000	1500000	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,500,000"
Cavite	"Lot 7 Block 1, Via Zapata, Citta Italia - Palermo, Bacoor, Cavite"	101	66	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,611,200"
Cavite	"Lot 7 Block 9, Road Lot 8, Town & Country Dasma Ph. 2, Dasmarií±as City, Cavite"	112	57	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"1,567,500"
Cavite	"Lot 8 Block 1, Navarro St., Navarro St., Camella Terassa Subdivision, Imus, Cavite"	120	61	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,135,000"
Cavite	"Lot 8 Block 8, Bella Vista Subdivision, Gen. Trias, Cavite (Regular Lot / VAT Inclusive)"	108		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"367,200"
Cavite	"Lot 9 Block 11, Argentina St., Summercrest Village, Mun. of Tanza, Cavite (Title annotated w/ Art. 567)"	35	35	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"217,000"
Cavite	"Lots 6 & 8 Block 7, Makopa cor. Unnamed Road,  Treelane Subdivision - Ph. 2-C, Imus, Cavite"	213	144	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"2,027,700"
Cavite	"Unit 3E, Grand Quartier 1, Crosswinds, Tagaytay City, Cavite (w/  authority to sell)"		83	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"8,500,000"
Cebu	"El Monteverde De Cebu Subdivision, Brgy. Lamac, Consolacion, Cebu City"	163 to 450		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"652,000 to 1890000"
Cebu	"Corner unnamed Road, Almaville Homes, Minglanilla, Cebu"	504	594	"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"9,362,400"
Cebu	"Lot 2, SME Industrial Park (formerly New Cebu Township One), Brgy. Cantao-an, Naga City, Cebu (Title Annotated with Sec. 110, 111 & 112 of Commonwealth Act no. 141)"	41151		"<img class=""image_not_found"" src=""/sites/all/modules/bdo/bdo_properties_for_sale/images/NotAvailable.jpg"" width=""45px"" height=""38px"" /><img class=""image-not-found"" src=""/sites/default/files/notavailable_new.jpg"" width=""45px"" height=""38px"" />"	"3,703,590"
